"","volcano.number","volcano.name","country","primary.volcano.type","activity.evidence","last.known.eruption","region","subregion","lat","long","elevation","dominant.rock.type","tectonic.setting","file","slab.dip","slab.depth","slab.strike","slab"
"754",284042,"Kurose Hole","Japan","Submarine","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.4,139.68,-107,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",39.9550870092215,-98.8241856298618,167.477945963522,"izu"
"755",284050,"Hachijojima","Japan","Stratovolcano(es)","Eruption Observed","1606 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.137,139.766,854,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",38.9768557925896,-97.613309168669,169.048592453,"izu"
"756",284060,"Aogashima","Japan","Stratovolcano","Eruption Observed","1785 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",41.2054799208132,-106.030052128757,174.65086364845,"izu"
"757",284061,"Kita-Bayonnaise","Japan","Submarine","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.1,139.85,-360,"Rhyolite","Subduction zone / Oceanic crust (< 15 km)","Holocene",40.4921836641974,-101.991371101663,175.726760864394,"izu"
"758",284070,"Myojinsho","Japan","Submarine","Eruption Observed","1970 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.888,139.918,11,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",38.8416752059555,-98.3399174493987,175.221145631255,"izu"
"759",284080,"Sumisujima","Japan","Submarine","Eruption Observed","1916 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.44,140.051,136,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",35.8806749705747,-93.7306975820345,168.796763110549,"izu"
"760",284090,"Izu-Torishima","Japan","Stratovolcano","Eruption Observed","2002 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",30.484,140.303,394,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",39.6454226045418,-94.5418700580126,167.773412077273,"izu"
"761",284091,"Sofugan","Japan","Stratovolcano","Evidence Uncertain","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.794,140.342,99,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",45.8462104608386,-110.487899699456,156.896560683487,"izu"
"762",284093,"Suiyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.575,140.633,-991,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",52.6160422327987,-123.399693723058,177.952217944622,"izu"
"763",284094,"Mokuyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.327,140.572,-933,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",54.1726675931286,-133.366029438398,177.201282085503,"izu"
"764",284095,"Doyo Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.68,140.8,-590,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",47.8139393868696,-116.456893842037,167.926371252102,"izu"
"765",284096,"Nishinoshima","Japan","Caldera","Eruption Observed","2019 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",27.247,140.874,25,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",48.6596628520042,-121.547014787732,165.83366394588,"izu"
"766",284097,"Kaikata Seamount","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.667,140.929,-165,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",55.536236203936,-134.74750422913,165.787562057793,"izu"
"767",284100,"Kaitoku Seamount","Japan","Submarine","Eruption Observed","1984 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",26.127,141.102,-95,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",57.7819022894468,-128.71082548804,168.931025196898,"izu"
"768",284110,"Kita-Ioto","Japan","Stratovolcano","Eruption Observed","1945 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",25.424,141.284,792,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",59.541575948821,-136.798760168902,157.618242055453,"izu"
"769",284120,"Ioto","Japan","Caldera","Eruption Observed","2012 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.751,141.289,169,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Crustal thickness unknown","Holocene",63.2980664484129,-191.049321328216,156.103307095381,"izu"
"770",284121,"Kita-Fukutokutai","Japan","Submarine","Eruption Observed","1954 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.417,141.417,-73,"No Data (checked)","Subduction zone / Crustal thickness unknown","Holocene",65.1833572297793,-195.548073485817,158.045605135034,"izu"
"771",284130,"Fukutoku-Oka-no-Ba","Japan","Submarine","Eruption Observed","2010 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",24.285,141.481,-29,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Crustal thickness unknown","Holocene",65.5596440552158,-193.480287161445,159.741253323613,"izu"
"772",284131,"Minami-Hiyoshi","Japan","Submarine","Eruption Observed","1975 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.5,141.935,-107,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Crustal thickness unknown","Holocene",60.5979576100903,-155.066675678748,160.751113883719,"izu"
"773",284132,"Nikko","Japan","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",23.078,142.326,-392,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",57.6119651722783,-131.602279524102,143.874393041715,"izu"
"774",284133,"Fukujin","United States","Submarine","Eruption Observed","1974 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.93,143.47,-217,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",57.5491434604453,-136.204316741428,135.623745390746,"izu"
"775",284134,"Kasuga 1","United States","Submarine","Eruption Observed","1959 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.765,143.71,-598,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",57.3118896348252,-128.138408099504,134.290896950095,"izu"
"776",284135,"Kasuga 2","United States","Submarine","Evidence Credible","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.6,143.637,-274,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",60.2725651942954,-160.149113819255,132.578440353624,"izu"
"777",284136,"NW Eifuku","United States","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.485,144.043,-1535,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",58.6911976959136,-127.358235531712,132.248738612831,"izu"
"778",284137,"Daikoku","United States","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.324,144.194,-323,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",59.8682670398809,-132.580591685776,133.562784834812,"izu"
"779",284140,"Farallon de Pajaros","United States","Stratovolcano","Eruption Observed","1967 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.546,144.893,337,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",55.9060668639425,-119.260742062808,151.93586730285,"izu"
"780",284141,"Ahyi","United States","Submarine","Eruption Dated","2014 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.42,145.03,-75,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",53.5465036723867,-111.541769970261,153.077619761216,"izu"
"781",284142,"Supply Reef","United States","Submarine","Eruption Dated","1989 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.13,145.1,-8,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",55.9596900674041,-122.85048408674,152.682815553049,"izu"
"782",284143,"Maug Islands","United States","Stratovolcano","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.02,145.22,227,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",54.5430628194115,-116.103638422289,151.653162641398,"izu"
"783",284150,"Asuncion","United States","Stratovolcano","Eruption Observed","1906 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",19.671,145.406,857,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",55.6342213697027,-119.024663164361,151.265289308143,"izu"
"784",284160,"Agrigan","United States","Stratovolcano","Eruption Observed","1917 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.77,145.67,965,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",59.0192366465848,-140.732099612647,164.877790652017,"izu"
"785",284170,"Pagan","United States","Stratovolcano(es)","Eruption Observed","2012 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.13,145.8,570,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",56.7283655572103,-136.475611264145,176.048273714748,"izu"
"786",284180,"Alamagan","United States","Stratovolcano","Eruption Dated","870 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",17.6,145.83,744,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",56.2877069874084,-133.440643208722,180.213562011051,"izu"
"787",284190,"Guguan","United States","Stratovolcano","Eruption Observed","1883 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",17.307,145.845,287,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",55.7625884763865,-129.980590727199,181.700515745127,"izu"
"788",284191,"Zealandia Bank","United States","Stratovolcano","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.88,145.85,0,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",55.392022424892,-126.379712335375,184.317230223508,"izu"
"789",284192,"Sarigan","United States","Stratovolcano","Evidence Credible","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.708,145.78,538,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",57.7667388668984,-134.652689515704,185.03393554592,"izu"
"790",284193,"South Sarigan Seamount","United States","Submarine","Eruption Observed","2010 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.58,145.78,-184,"No Data (checked)","Subduction zone / Crustal thickness unknown","Holocene",57.4094093925492,-132.750661116571,185.6165686695,"izu"
"791",284200,"Anatahan","United States","Stratovolcano","Eruption Observed","2008 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.35,145.67,790,"Andesite / Basaltic Andesite","Subduction zone / Crustal thickness unknown","Holocene",61.0121116425086,-148.819549453603,187.044291173316,"izu"
"792",284201,"East Diamante","United States","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.93,145.67,-127,"Dacite","Subduction zone / Crustal thickness unknown","Holocene",57.8914536174726,-137.152582715848,190.176879874639,"izu"
"793",284202,"Ruby","United States","Submarine","Eruption Observed","1995 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.62,145.57,-230,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",58.4137734146862,-142.100326455396,194.167946699969,"izu"
"794",284210,"Esmeralda Bank","United States","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15,145.25,-43,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",61.3097038148088,-162.673507612173,199.741592402127,"izu"
"795",284211,"NW Rota-1","United States","Submarine","Eruption Observed","2010 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",14.601,144.775,-517,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",67.5773010184059,-224.354130988957,209.820353174598,"izu"
"796",284220,"Forecast Seamount","United States","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.4,143.92,-1456,"No Data (checked)","Subduction zone / Crustal thickness unknown","Holocene",62.5294253049003,-129.966133151261,240.089304604088,"izu"
"797",284230,"Seamount X","United States","Submarine","Unrest / Holocene","Unknown","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.25,144.02,-1230,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",57.518979392691,-95.1755574846717,240.966812129804,"izu"
"798",284305,"Mariana Back-Arc Segment at 15.5°N","United States","Submarine","Eruption Dated","2015 CE","Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",15.406,144.506,-4100,"","Subduction zone / Oceanic crust (< 15 km)","Holocene",NA,NA,NA,"izu"
"799",283814,"Nanzaki","Japan","Pyroclastic cone",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.604,138.832,106,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",39.8968187948327,-152.480453435606,171.304885868277,"izu"
"800",283815,"Jaishi","Japan","Shield",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.71,138.786,520,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",38.6880056609456,-154.308413980376,168.524736193121,"izu"
"801",283816,"Tanaba","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.907,138.852,1035,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",39.6627769617761,-145.850265442407,165.208175647768,"izu"
"802",283817,"Daruma","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.952,138.843,982,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",40.0620117347792,-144.620452818741,164.078994739776,"izu"
"803",283818,"Tenshi","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.924,138.968,608,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",41.6497578229624,-136.577302656572,164.948211655554,"izu"
"804",283819,"Usami","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",34.968,139.063,592,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",43.237749744341,-127.148048332119,163.6825730937,"izu"
"805",283820,"Taga","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Honshu",35.078,139.031,798,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,"izu"
"806",284043,"Mikura Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.725,139.408,-321,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",43.2661921035604,-115.0147043218,168.472376515785,"izu"
"807",284086,"Nichiyo Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.482,140.327,-1042,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",50.5843895677153,-129.21312618834,153.450190230623,"izu"
"808",284087,"Getsuyo Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.306,140.471,-1095,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",51.5042686362595,-125.173095602619,158.27789306823,"izu"
"809",284088,"Kayo Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.064,140.537,-814,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",52.8564169088635,-127.531811085762,166.049309616176,"izu"
"810",284089,"Kinyo Seamount","Japan","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.084,140.802,-838,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",47.1252085123261,-107.854275948704,172.459121705658,"izu"
"811",284144,"Kasuga 3","United States","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.399,143.626,-1325,NA,"","Pleistocene",62.8286170865727,-191.060719637911,129.851862596499,"izu"
"812",284145,"Eifuku","United States","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",21.409,144.161,-551,NA,"","Pleistocene",58.455743558241,-122.955503531946,132.854504059549,"izu"
"813",284800,"Udonejima","Japan","Stratovolcano",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.469,139.297,209,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",41.5367965666425,-116.229993130636,176.967783598247,"izu"
"814",284801,"Onoharajima","Japan","Lava dome",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",34.045,139.387,114,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",41.1771532569057,-111.410318955416,175.019892389099,"izu"
"815",284802,"Inamba-jima","Japan","Lava dome",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",33.648,139.302,74,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",45.0229644669747,-125.32586662952,167.423355109588,"izu"
"816",284803,"Tracey Seamount","United States","Submarine",NA,NA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.65,144.42,-900,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",61.2285741186969,-121.831576049926,235.888641343115,"izu"
"817",242001,"Wright","New Zealand","Submarine(es)","Unrest / Holocene","Unknown","New Zealand to Fiji","Kermadec Islands",-31.85,-179.18,-900,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",49.3995361309291,-84.126352934517,202.467239383117,"ker"
"818",242005,"Havre Seamount","New Zealand","Submarine","Eruption Observed","2012 CE","New Zealand to Fiji","Kermadec Islands",-31.08,-179.033,-897,"","Subduction zone / Oceanic crust (< 15 km)","Holocene",56.195999567672,-114.480456870108,204.868260698673,"ker"
"819",242010,"Curtis Island","New Zealand","Submarine","Unrest / Holocene","Unknown","New Zealand to Fiji","Kermadec Islands",-30.543,-178.556,47,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",51.1235961875313,-89.0657424799964,202.53976440126,"ker"
"820",242021,"Macauley","New Zealand","Caldera","Eruption Dated","4360 BCE","New Zealand to Fiji","Kermadec Islands",-30.21,-178.475,238,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",51.7571669645561,-98.3553017338164,199.553324377318,"ker"
"821",242022,"Giggenbach","New Zealand","Submarine","Unrest / Holocene","Unknown","New Zealand to Fiji","Kermadec Islands",-30.036,-178.712,-65,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",57.0713657768395,-137.25772770474,197.879192772101,"ker"
"822",242030,"Raoul Island","New Zealand","Stratovolcano","Eruption Observed","2006 CE","New Zealand to Fiji","Kermadec Islands",-29.27,-177.92,516,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",41.9151988492552,-73.7241719405722,196.154969959302,"ker"
"823",242050,"Monowai","New Zealand","Submarine","Eruption Observed","2012 CE","New Zealand to Fiji","Tonga Islands",-25.887,-177.188,-132,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",35.7081849748788,-73.1432444036282,183.142261090636,"ker"
"824",243001,"Unnamed","Undersea Features","Submarine","Unrest / Holocene","Unknown","New Zealand to Fiji","Tonga Islands",-24.8,-177.02,-385,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",33.1863021750108,-76.2603174690536,191.406127929319,"ker"
"825",243010,"Unnamed","Tonga","Submarine","Eruption Observed","1932 CE","New Zealand to Fiji","Tonga Islands",-21.338,-175.65,-68,"No Data (checked)","Subduction zone / Oceanic crust (< 15 km)","Holocene",30.997138976002,-71.5536600712515,208.326731360746,"ker"
"826",243011,"Unnamed","Tonga","Submarine","Evidence Credible","Unknown","New Zealand to Fiji","Tonga Islands",-21.15,-175.75,-65,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",34.0736198395273,-83.4213180491547,206.876327510983,"ker"
"827",243030,"Unnamed","Tonga","Submarine","Eruption Observed","2017 CE","New Zealand to Fiji","Tonga Islands",-20.852,-175.55,-296,"No Data (checked)","Subduction zone / Oceanic crust (< 15 km)","Holocene",32.566139219372,-80.7092819153201,205.065734862324,"ker"
"828",243040,"Hunga Tonga-Hunga Ha'apai","Tonga","Submarine","Eruption Observed","2015 CE","New Zealand to Fiji","Tonga Islands",-20.536,-175.382,114,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",32.3013487909753,-80.2203920091823,205.32279629292,"ker"
"829",243050,"Fonuafo'ou","Tonga","Submarine","Eruption Observed","1936 CE","New Zealand to Fiji","Tonga Islands",-20.32,-175.42,-17,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",34.6164499900341,-89.129731913349,205.682608710602,"ker"
"830",243060,"Tofua","Tonga","Caldera","Eruption Observed","2014 CE","New Zealand to Fiji","Tonga Islands",-19.75,-175.07,515,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",34.0619939159064,-84.1070861716819,201.01769001326,"ker"
"831",243061,"Kao","Tonga","Stratovolcano","Eruption Observed","1847 CE","New Zealand to Fiji","Tonga Islands",-19.668,-175.016,1009,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",34.0758099015395,-82.9499367497042,199.342251237263,"ker"
"832",243070,"Lateiki","Tonga","Submarine","Eruption Observed","2019 CE","New Zealand to Fiji","Tonga Islands",-19.18,-174.87,43,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",35.8806457484106,-82.0675065604214,191.626632685585,"ker"
"833",243080,"Home Reef","Tonga","Submarine","Eruption Observed","2006 CE","New Zealand to Fiji","Tonga Islands",-18.992,-174.775,-10,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",35.3607470144775,-78.7647323437215,191.408752444607,"ker"
"834",243090,"Late","Tonga","Stratovolcano","Eruption Observed","1854 CE","New Zealand to Fiji","Tonga Islands",-18.806,-174.65,540,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",33.2884254402909,-72.6766815049715,194.078598031627,"ker"
"835",243091,"Unnamed","Tonga","Submarine","Eruption Observed","2001 CE","New Zealand to Fiji","Tonga Islands",-18.325,-174.365,-40,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",29.7026822792847,-64.9895918010151,199.493006386839,"ker"
"836",243100,"Fonualei","Tonga","Stratovolcano","Eruption Observed","1957 CE","New Zealand to Fiji","Tonga Islands",-18.023,-174.317,188,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",29.7957062149778,-68.3933961544098,196.580473154266,"ker"
"837",243101,"Tafahi","Tonga","Stratovolcano","Evidence Uncertain","Unknown","New Zealand to Fiji","Tonga Islands",-15.85,-173.72,560,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",29.6308949732695,-45.0966656680838,153.8373056878,"ker"
"838",243102,"Curacoa","Tonga","Submarine","Eruption Observed","1979 CE","New Zealand to Fiji","Tonga Islands",-15.62,-173.67,-33,"Dacite","Subduction zone / Oceanic crust (< 15 km)","Holocene",27.4375612347481,-35.3974316606103,146.417309220347,"ker"
"839",243110,"Niuafo'ou","Tonga","Shield","Eruption Observed","1985 CE","New Zealand to Fiji","Tonga Islands",-15.6,-175.63,260,"Basalt / Picro-Basalt","Subduction zone / Oceanic crust (< 15 km)","Holocene",45.877658850807,-238.290486600674,161.555999753825,"ker"
"840",243111,"Dugong","Tonga","Submarine","Evidence Uncertain","Unknown","New Zealand to Fiji","Tonga Islands",-15.431,-175.725,-1170,"","","Holocene",44.6259774152003,-242.001517349398,158.434361775004,"ker"
"841",243112,"Lobster","Tonga","Submarine","Evidence Uncertain","Unknown","New Zealand to Fiji","Tonga Islands",-15.333,-176.283,-1500,"","","Holocene",42.8917439855986,-290.053961813092,162.617094243371,"ker"
"842",243120,"Tafu-Maka","Tonga","Submarine","Eruption Observed","2008 CE","New Zealand to Fiji","Tonga Islands",-15.37,-174.23,-1400,"Basalt / Picro-Basalt","Rift zone / Oceanic crust (< 15 km)","Holocene",40.8209258064562,-59.042744057139,149.814753201565,"ker"
"843",243130,"West Mata","Tonga","Submarine","Eruption Observed","2009 CE","New Zealand to Fiji","Tonga Islands",-15.1,-173.75,-1174,"Andesite / Basaltic Andesite","Subduction zone / Oceanic crust (< 15 km)","Holocene",20.8727626599538,-22.4789275894519,138.986999503643,"ker"
"844",243140,"Niuatahi","Tonga","Caldera","Unrest / Holocene","Unknown","New Zealand to Fiji","Tonga Islands",-15.379,-174.003,-1270,"","Subduction zone / Oceanic crust (< 15 km)","Holocene",33.7045847423095,-43.7287762567542,145.100870757403,"ker"
"845",245010,"Taveuni","Fiji","Shield","Eruption Dated","1550 CE","New Zealand to Fiji","Fiji Islands",-16.82,-179.97,1241,"Basalt / Picro-Basalt","Subduction zone / Crustal thickness unknown","Holocene",46.3152860075266,-524.031175338128,108.990442906767,"ker"
"846",241203,"Kuiwai","New Zealand","Submarine",NA,NA,"New Zealand to Fiji","New Zealand",-33.159,-179.957,-560,NA,"","Pleistocene",49.1207199088147,-97.1869761051027,203.585093177624,"ker"
"847",241204,"Haungaroa","New Zealand","Submarine",NA,NA,"New Zealand to Fiji","New Zealand",-32.617,-179.624,-660,NA,"","Pleistocene",49.5331628569422,-91.3690566892732,202.403555975169,"ker"
"848",241205,"Oliver-Speight","New Zealand","Submarine",NA,NA,"New Zealand to Fiji","New Zealand",-32.388,-179.591,-1840,NA,"","Pleistocene",52.1218994966007,-99.9796032245565,202.315053302199,"ker"
"849",242031,"Hinetapeka","Undersea Features","Submarine",NA,NA,"New Zealand to Fiji","Kermadec Islands",-28.831,-177.826,-140,NA,"","Pleistocene",41.0871310718574,-78.4810121166755,195.459128485516,"ker"
"850",242032,"Volcano OP","Undersea Features","Submarine",NA,NA,"New Zealand to Fiji","Kermadec Islands",-28.218,-177.692,-875,NA,"","Pleistocene",41.6569557156268,-82.9556732015858,195.193583172238,"ker"
"851",242040,"Putoto","Undersea Features","Submarine",NA,NA,"New Zealand to Fiji","Kermadec Islands",-27.857,-177.621,-260,NA,"","Pleistocene",42.60676955851,-86.1451466723638,197.149200440792,"ker"
"852",242041,"Volcano Q","Undersea Features","Submarine",NA,NA,"New Zealand to Fiji","Kermadec Islands",-27.468,-177.506,-1200,NA,"","Pleistocene",43.1260553975972,-87.4396641879954,195.571558627696,"ker"
"853",242042,"Gamble","Undersea Features","Submarine",NA,NA,"New Zealand to Fiji","Kermadec Islands",-27.2,-177.41,-900,NA,"","Pleistocene",43.3119125339874,-86.4750187973014,191.30686949766,"ker"
"854",242043,"Rakahore","Undersea Features","Submarine",NA,NA,"New Zealand to Fiji","Kermadec Islands",-26.81,-177.4,-640,NA,"","Pleistocene",43.3545392301235,-90.3835118336701,184.106333407202,"ker"
